Lagoa,Ano,Mes,Mes.,Mes.num,Mes.ano,Prof.m,Cod.Prof,pH,cond.uS.cm,turb.NTU,OD.mg.L,Temp.oC,TDS.mg.L,Redoxe,Alc.meq.L,Chla.ug.L,P-tot.ug.L,PO4.ug.L,N-tot.ug.L,NH4.ug.L,NO3.ug.L,NO2.ug.L,Silicato.mg.L,Obs
JA,2002,abril,apr,4,4_2002,0,100,6.4,42,-10,7.4,30.1,30,111,0.33,17.6418,34.4,1.9,445,43.1,13.2,0.7,6,
JA,2002,abril,apr,4,4_2002,0.25,,6.3,42,-10,7.2,30.1,30,111,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,0.5,,6.3,42,-10,7.1,30,30,107,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,0.75,,6.4,42,-10,7,29.8,30,105,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,1,,6.4,42,-10,7,29.5,30,106,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,1.5,,6.5,42,-10,7,29.3,30,106,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,2,10,6.5,42,-10,6.9,29.2,30,106,0.35,19.7802,55.4,3.7,416.2,35.9,14.8,1.3,6.6,
JA,2002,abril,apr,4,4_2002,2.5,,6.6,42,-10,6.8,29.1,30,106,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,3,,6.7,43,-10,6.7,29,30,109,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,3.5,,6.7,44,-8,5.4,28.9,30,117,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,4,,6.4,50,-8,4.3,28.7,30,-37,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,4.5,,6.2,73,-8,3.7,28.5,50,-117,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,5,,6.3,113,-6,3.1,28,70,-196,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,5.5,1,6.6,131,-5,2.9,27.8,90,-213,0.53,75.3786,61.4,7.3,1376,1097,11.3,5.4,7.7,
JA,2002,abril,apr,4,4_2002,6,,6.7,135,-3,2.7,27.5,90,-221,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,6.5,,6.9,131,-3,2.6,27.4,90,-222,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,7,,6.9,133,-4,2.6,27.3,90,-222,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,7.5,0,6.9,139,-3,2.5,27.1,90,-223,0.58,55.5984,264.4,11.1,1770,1483,32.2,7.5,8,
JA,2002,abril,apr,4,4_2002,8,,7.9,157,-3,2.4,26.9,100,-226,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,8.5,,7.1,173,-1,2.4,26.8,110,-229,,,,,,,,,,
JA,2002,abril,apr,4,4_2002,9,,7.1,192,-1,2.3,26.7,112,-233,,,,,,,,,,
CA,2002,maio,may,5,5_2002,0,100,5.7,32,96,6.7,28.2,20,,0.03,34.2144,79.7,2.8,255.3,28.6,9.4,0.9,5.3,
CA,2002,maio,may,5,5_2002,0.5,10,5.8,31,95,6.4,27.1,20,,0.03,57.4695,100.9,2.2,249.7,6,9.2,0.3,5.6,
CA,2002,maio,may,5,5_2002,1,,5.8,31,89,6.4,26.5,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,1.5,,5.8,32,86.5,6,26.4,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,2,,5.8,31,78.2,5.4,26.3,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,2.5,,5.8,31,71.8,5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,3,1,5.7,32,66.3,4.8,26.2,20,,0.02,44.9064,58.2,3,239,9.5,7.1,1,5.6,
CA,2002,maio,may,5,5_2002,3.5,,5.7,32,62,4.6,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,4,,5.7,31,-10,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,4.5,,5.8,32,-10,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,5,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,5.5,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,6,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,6.5,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,7,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,7.5,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,8,0,5.8,32,,4.5,26.2,20,,0.06,36.3528,88.4,5.5,278.3,39.1,13.6,4,5.3,
CA,2002,maio,may,5,5_2002,8.5,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,9,,5.8,32,,4.5,26.2,20,,,,,,,,,,,
CA,2002,maio,may,5,5_2002,9.5,,5.8,32,,4.5,26.2,50,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,0,100,6,37,29.6,6.8,28.3,20,,0.03,12.2958,99.2,1.4,299.9,45.6,5.5,0.5,6.9,
DH,2002,maio,may,5,5_2002,0.5,,6.2,37,29.6,6.3,28.3,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,1,,6.2,37,34.6,6,28.3,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,1.5,,6.2,37,30.3,5.9,28.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,2,,6.2,37,35.4,5.8,28.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,2.5,,6.3,37,44.4,5.7,28.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,3,10,6.2,37,21.5,5.2,28.1,20,,0.03,11.7612,109.4,1.3,313.3,16.8,7.7,0.5,6.8,
DH,2002,maio,may,5,5_2002,3.5,,6.3,36,30.8,5.2,28.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,4,,6.2,37,29,5.2,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,4.5,,6.2,37,29.1,5.1,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,5,,6.3,37,30.5,5,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,5.5,,6.3,37,32.5,4.8,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,6,,6.2,37,35,4.7,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,6.5,,6.2,37,36.5,4.8,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,7,,6.2,37,33.5,4.6,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,7.5,,6.2,37,34.2,4.6,28,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,8,,6.2,37,31.4,4.5,27.9,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,8.5,,6.2,37,31.8,4.6,27.9,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,9,1,6.2,37,30.6,4.6,27.9,20,,0.03,10.1574,87.1,2.7,314.2,8.1,7.3,0.8,7.8,
DH,2002,maio,may,5,5_2002,9.5,,6.2,37,30.4,4.6,27.9,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,10,,6.2,37,31.5,4.5,27.8,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,10.5,,6.3,39,33.1,4.2,27.7,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,11,,6.1,49,42.5,3.2,27,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,11.5,,6,61,71.5,2.7,26.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,12,,6,70,86.5,2.4,25.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,12.5,,6,75,103,2.2,24.8,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,13,,6,80,100,1.7,24.5,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,13.5,,6.1,83,91,2.1,24.3,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,14,,6.1,86,61.4,2.1,24.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,14.5,,6.2,87,58,2.1,23.9,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,15,,6.2,88,58.1,2.1,23.7,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,15.5,,6.2,109,60.7,2.1,23.6,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,16,,6.2,91,58.7,2.1,23.5,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,16.5,,6.2,92,58.7,2.1,23.4,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,17,,6.2,93,58.6,2,23.3,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,17.5,,6.2,95,57.8,2,23.3,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,18,,6.2,95,58.2,2,23.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,18.5,,6.2,95,57.5,2,23.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,19,,6.2,96,56.2,2,23.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,19.5,,6.2,97,56,1.9,23.2,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,20,0,6.2,97,56.5,1.9,23.2,20,,0.03,10.1574,97.6,2.8,714,24.1,8.6,0.8,7.4,
DH,2002,maio,may,5,5_2002,20.5,,6.2,99,55.1,1.9,23.2,20,,,11.09295,,,,,,,,
DH,2002,maio,may,5,5_2002,21,,6.2,100,54.4,1.9,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,21.5,,6.2,101,54.5,1.9,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,22,,6.2,102,53.5,1.9,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,22.5,,6.2,103,53.4,1.9,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,23,,6.2,103,52.6,1.9,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,23.5,,6.2,104,52.5,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,24,,6.2,105,52.3,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,24.5,,6.2,104,52.1,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,25,,6.2,104,51.7,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,25.5,,6.2,104,51.7,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,26,,6.2,104,51.5,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,26.5,,6.2,105,51.5,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,27,,6.2,106,51.2,1.8,23.1,20,,,,,,,,,,,
DH,2002,maio,may,5,5_2002,27.5,,6.1,113,50.6,1.7,23.1,20,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,0,100,5.4,14,10.3,6.2,27.8,10,,0.225,11.7612,73.1,0.6,188.7,11.2,10.1,0.4,1.3,
GN,2002,maio,may,5,5_2002,0.5,,5.6,14,12,6,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,1,,5.6,14,12.9,5.8,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,1.5,,5.6,14,12.4,5.7,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,2,10,5.4,14,15.9,5.6,27.8,10,,0.1,15.5034,60.4,0.8,208.1,5.8,8.8,0.5,1.5,
GN,2002,maio,may,5,5_2002,2.5,,5.5,14,14.6,5.6,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,3,,5.5,14,17.2,5.5,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,3.5,,5.5,14,14.2,5.4,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,4,,5.5,14,15.6,5.5,27.8,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,4.5,,5.3,14,16.2,5.4,27.7,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,5,,5.3,14,19.1,5.4,27.7,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,5.5,,5.3,14,17.3,5.3,27.7,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,6,1,5.2,14,17.4,5.2,27.7,10,,0.1,11.2266,59.7,1.3,215.4,19.4,12.2,0.8,1.4,
GN,2002,maio,may,5,5_2002,6.5,,5.3,14,16.8,5.2,27.7,10,,,,,,,,,,,
GN,2002,maio,may,5,5_2002,7,0,5.2,15,19.5,5.2,27.7,10,,0.075,5.346,55.6,1.8,204.2,10.9,12.3,0.7,1.4,
GN,2002,maio,may,5,5_2002,7.5,,5.1,13,19.5,4.8,27.7,9,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,0,100,5.4,48,108,6.5,28,30,,0.38,21.9186,109.1,0.7,855.4,208.1,19.2,2.5,7.9,
JA,2002,maio,may,5,5_2002,0.5,,5.9,48,82.8,5.3,27.6,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,1,,5.9,47,64.5,4.7,27.1,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,1.5,10,5.9,47,64.4,4.3,26.9,30,,0.36,11.7612,108.4,2.3,894.7,233.2,11.7,1.5,8,
JA,2002,maio,may,5,5_2002,2,,5.9,47,63.6,4.1,26.8,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,2.5,,5.8,47,62.6,3.9,26.8,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,3,,5.8,48,61.8,3.7,26.8,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,3.5,,5.8,48,60.1,3.6,26.8,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,4,,5.8,48,59.1,3.6,26.8,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,4.5,1,5.8,47,57.6,3.6,26.7,30,,0.38,9.6228,90.9,1.3,1026.5,351,11.5,2.3,8.2,
JA,2002,maio,may,5,5_2002,5,,5.9,48,56.4,3.6,26.7,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,5.5,,5.8,49,56.6,3.5,26.7,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,6,,5.8,51,59,3.4,26.7,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,6.5,,5.8,51,59.2,3.2,26.7,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,7,0,5.8,47,53.8,3.5,26.6,30,,0.42,2.673,69.1,3.2,1194.5,324.7,7.8,2.1,8.2,
JA,2002,maio,may,5,5_2002,7.5,,5.9,48,55.3,3.5,26.6,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,8,,5.9,49,57.1,3.4,26.6,30,,,,,,,,,,,
JA,2002,maio,may,5,5_2002,8.5,,5.7,128,57.1,2.8,26.6,70,,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,0,100,5.7,9,87.2,9.5,26.9,0,105,0.025,79.1208,58.8,6.5,340.5,37.6,13.4,2.9,5.8,
CA,2002,junho,jun,6,6_2002,0.25,,5.7,9,87.2,9.5,26.9,0,105,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,0.5,,5.7,9,173,5.6,24.7,20,87,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,0.75,,6,34,194,7.7,24.7,20,87,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,1,10,6,34,189,7.7,23.8,20,97,0.025,81.7938,68,5.5,367.6,29.2,13.1,1.8,5.9,
CA,2002,junho,jun,6,6_2002,1.5,,6,34,189,7.7,23.8,20,97,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,2,,3.1,34,128,7.1,23.4,20,114,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,2.5,1,6,34,134,6.3,23.3,20,116,0.02,73.7748,78.5,12.9,570.7,72.4,13.5,1.8,5.3,
CA,2002,junho,jun,6,6_2002,3,,6,34,134,6.3,23.3,20,116,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,3.5,,6,34,134,6.2,23.3,20,116,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,4,,6,35,130,7,23.2,20,122,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,4.5,,5.9,34,127,6.2,23.2,20,123,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,5,0,5.9,34,123,5.7,23.2,20,124,0.02,70.5672,83.9,5.9,613.6,86.7,8.5,1.9,5.3,
CA,2002,junho,jun,6,6_2002,5.5,,5.9,34,173,5.6,23.2,20,124,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,6,,5.9,34,116,5.3,23.2,20,125,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,6.5,,5.9,34,115,5,23.2,20,124,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,7,,5.9,34,116,4.9,23.2,20,127,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,7.5,,5.8,34,115,4.8,23.2,20,128,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,8,,5.9,34,115,4.7,23.2,20,128,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,8.5,,5.9,34,113,4.7,23.2,20,129,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,9,,5.8,34,114,4.6,23.1,20,129,,,,,,,,,,
CA,2002,junho,jun,6,6_2002,9.5,,5.8,35,116,4.5,23.1,20,128,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,0,100,5.6,41,4.9,5.9,25.6,30,144,0.02,4.67775,51.6,4,641.7,81,12.5,3.8,6.5,
DH,2002,junho,jun,6,6_2002,0.25,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,0.5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,0.75,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,1,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,1.5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,2,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,2.5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,3,10,5.6,41,4.9,5.9,25.6,30,144,0.03,10.357875,56.3,6,616,61.5,13,5.4,6.7,
DH,2002,junho,jun,6,6_2002,3.5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,4,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,4.5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,5.5,,5.6,41,4.9,5.9,25.6,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,6,,5.9,41,59.1,6.3,25.3,30,142,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,6.5,,6,41,52.4,6.4,25.4,30,140,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,7,,6,41,47.1,6.2,25.3,30,140,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,7.5,,6,41,56,0,25.3,30,143,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,8,,6.2,41,46.8,0,25.3,30,143,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,8.5,,6,41,65,7.8,25.3,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,9,1,6,42,28.9,8.6,25.3,30,142,0.02,12.69675,73.3,6,588.9,44.7,14.6,3.7,6,
DH,2002,junho,jun,6,6_2002,9.5,,6,42,57.3,7.2,25.3,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,10,,6,45,70.3,6.2,25.2,30,147,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,10.5,,6,45,70.3,6.2,25.2,30,147,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,11,,6,45,70.3,6.2,25.2,30,147,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,11.5,,6,45,113,4.7,25.2,30,143,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,12,,6,45,112,4.5,25.2,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,12.5,,5.9,45,111,4.4,25.2,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,13,,5.9,46,97.8,4.2,25.1,30,144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,13.5,,5.9,48,95.8,3.9,25.1,30,147,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,14,,5.9,51,97.5,3.4,25,30,146,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,14.5,,5.8,96,103,3.3,24.3,60,-95,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,15,,5.9,98,115,3.2,24.1,60,113,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,15.5,,6.2,98,116,2.7,23.9,60,-144,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,16,,6.2,98,115,2.7,23.8,60,-14.5,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,16.5,,6.2,99,115,2.6,23.6,60,-148,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,17,,6.2,98,115,2.6,23.5,60,-150,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,17.5,,6.2,98,116,2.6,23.4,60,-151,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,18,0,6.2,103,118,2.5,23.4,70,-154,0.03,15.147,74,15.7,1114,753,8.3,3.5,7.3,
DH,2002,junho,jun,6,6_2002,18.5,,6.2,102,118,2.5,23.3,70,-155,,10.71984375,,,,,,,,
DH,2002,junho,jun,6,6_2002,19,,6.3,100,119,2.4,23.3,60,-158,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,19.5,,6.2,100,119,2.4,23.3,70,-158,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,20,,6.2,101,120,2.4,23.2,70,-161,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,20.5,,6.2,101,120,2.3,23.2,70,-162,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,21,,6.2,102,192,2.3,23.2,70,-164,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,21.5,,6.2,102,119,2.3,23.2,70,-166,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,22,,6.2,103,118,2.2,23.2,70,-167,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,22.5,,6.2,104,118,2.2,23.2,70,-170,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,23,,6.3,108,116,2.1,23.1,70,-177,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,23.5,,6.3,110,116,2.1,23.1,70,-179,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,24,,6.3,112,115,2,23.1,70,-181,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,24.5,,6.3,110,115,2,23.1,70,-182,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,25,,6.3,112,116,2,23.1,70,-183,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,25.5,,6.3,114,114,2,23.1,70,-184,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,26,,6.3,114,113,2,23.1,70,-186,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,26.5,,6.3,116,113,2,23.1,80,-186,,,,,,,,,,
DH,2002,junho,jun,6,6_2002,27,,6.3,113,113,2,23.1,70,-187,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,0,100,5.7,14,77.8,5.6,25.5,10,106,0.15,7.5735,38,3,211.7,18.1,9.1,0.5,1.7,
GN,2002,junho,jun,6,6_2002,0.25,,5.8,15,74.7,5.4,25.5,10,104,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,0.5,,5.8,15,78,5.6,25.5,10,101,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,0.75,,5.7,15,74.1,5.4,25.5,10,102,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,1,,5.8,14,72.8,5.4,25.4,10,100,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,1.5,,5.8,14,74.6,5.4,25.4,10,102,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,2,10,5.8,14,75.1,5.4,25,10,103,0.15,16.4835,40.8,3.7,236.3,55.4,8.3,0.8,1.2,
GN,2002,junho,jun,6,6_2002,2.5,,5.8,14,76.6,5.4,24.9,10,104,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,3,,5.8,15,78.7,5.4,24.8,10,106,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,3.5,,5.7,14,80.6,5.4,24.8,10,112,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,4,1,5.7,14,82,5.3,24.8,10,110,0.13,4.0095,48.1,1.5,249.5,38.7,8,0.1,1.6,
GN,2002,junho,jun,6,6_2002,4.5,,5.7,14,82,5.3,24.7,10,111,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,5,,5.7,14,83,5.2,24.7,10,115,,,,,,,,,,
GN,2002,junho,jun,6,6_2002,5.5,0,5.7,14,83.8,5.2,24.7,10,117,0.23,6.6825,59.8,3.4,225,12,6.7,0.6,1.5,
JA,2002,junho,jun,6,6_2002,0,100,5.4,48,144,8.5,25,30,143,0.33,15.65614286,66.5,1.2,615.8,311.7,13.8,2.2,7.4,
JA,2002,junho,jun,6,6_2002,0.25,,5.7,49,191,7.2,25,30,131,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,0.5,,5.9,49,190,6.6,24.8,30,123,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,0.75,,6,49,194,6.2,24.6,30,120,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,1,,6.1,49,147,5.8,24.4,30,115,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,1.5,10,6.1,49,140,5.7,24.2,30,117,0.3,10.31014286,81.3,6.6,665.1,329.9,38.7,2.8,7.5,
JA,2002,junho,jun,6,6_2002,2,,6.1,49,130,5.5,24.1,30,119,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,2.5,,6.1,49,124,5.3,24,30,119,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,3,,6.1,49,120,5.2,24,30,118,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,3.5,,6.1,49,106,5.1,24,30,67,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,4,,6.3,49,67.1,6.6,23.9,30,70,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,4.5,,6.2,49,70.2,5.9,23.9,30,73,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,5,1,6.2,49,71,5.5,23.9,30,76,0.33,8.400857143,86.2,7.3,751.3,311.3,10.3,5.7,8.2,
JA,2002,junho,jun,6,6_2002,5.5,,6.3,49,65.5,5.4,23.9,30,77,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,6,,6.2,49,61.5,5.2,23.9,30,84,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,6.5,,6.2,49,59.2,4.9,23.9,30,85,,,,,,,,,,
JA,2002,junho,jun,6,6_2002,7,0,6.2,49,61.9,4.9,23.8,30,88,0.3,7.255285714,91,8.6,750.9,351.2,10.9,8.2,7.9,
JA,2002,junho,jun,6,6_2002,7.5,,6.2,49,61.5,4.8,23.8,30,89,,,,,,,,,,
