Lagoa,Ano,Mes,Mes.,Mes.num,Mes.ano,Prof.m,Cod.Prof,pH,cond.uS.cm,turb.NTU,OD.mg.L,Temp.oC,TDS.mg.L,Redoxe,Alc.meq.L,Chla.ug.L,P-tot.ug.L,PO4.ug.L,N-tot.ug.L,NH4.ug.L,NO3.ug.L,NO2.ug.L,Silicato.mg.L,Obs
DH,2005,dez,dec,12,12_2005,10,,5.7,47,-10,8.2,24.9,30,120,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,11,,5.73,59,-10,8.05,24.1,30,9,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,12,,5.86,65,-10,7.3,23.8,30,-90,4.6,33.9471,56.83,2.74,414.85,156.6,3.9845,1.5255,3.291,
DH,2005,dez,dec,12,12_2005,13,,5.93,64,-10,6.85,23.6,30,-111,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,14,,5.93,63,-10,6.5,23.5,30,-138,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,15,,5.91,64,-10,6.18,23.5,40,-156,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,16,,5.89,71,-10,5.4,23.4,50,-175,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,17,,5.89,75,-10,5.35,23.4,50,-212,5.1,8.019,32.47,10.282,473.7,289.6,5.763,8.142,3.395,
DH,2005,dez,dec,12,12_2005,18,,5.91,77,-10,5.35,23.4,50,-216,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,19,,5.91,80,-10,5.3,23.4,50,-218,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,20,,5.92,84,-10,5.28,23.3,50,-220,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,21,,5.94,87,-10,5.27,23.3,60,-223,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,22,,5.94,92,-10,5.25,23.3,60,-225,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,23,,5.96,94,-10,5.2,23.3,60,-227,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,24,,5.98,94,-10,5.29,23.3,60,-229,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,25,,6,94,-10,5.17,23.3,60,-230,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,26,,6,95,-10,5.16,23.3,60,-232,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,27,,6.01,97,-10,5.12,23.3,60,-236,,,,,,,,,,
DH,2005,dez,dec,12,12_2005,28,,6.02,97,-10,5.09,23.3,60,-237,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,0,100,6.67,17,-10,7.74,30.3,10,209,0.09,4.2768,8.1795,1.993,348.15,5.3005,2.5925,1.0455,0.641,
GN,2005,dez,dec,12,12_2005,0.25,,6.75,17,-10,7.73,30.3,10,209,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,0.5,,6.7,17,-10,7.6,30.2,10,210,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,0.75,,6.72,16,-10,7.65,30,10,214,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,1,,6.6,17,-10,7.65,30,10,218,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,1.5,,6.46,17,-10,7.7,29.7,10,233,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,2,,6.01,17,-10,7.8,29.1,10,278,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,2.5,10,5.52,17,-10,7.8,28.6,10,293,0.1,7.7517,10.245,1.5265,359.85,11.665,2.7345,0.9035,0.551,
GN,2005,dez,dec,12,12_2005,3,,5.43,17,-10,8,28.1,10,300,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,3.5,,5.4,16,-10,8.5,27.9,10,301,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,4,,5.4,16,-10,8,27.7,10,303,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,4.5,,5.41,16,-10,8.08,27.5,10,305,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,5,,5.41,16,-10,8.01,27.4,10,307,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,5.5,,5.41,16,-10,7.95,27.3,10,309,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,6,,5.4,16,-10,7.92,27.2,10,310,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,6.5,,5.4,16,-10,7.85,27.2,10,312,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,7,,5.39,16,-10,7.85,27,10,321,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,7.5,1,5.01,22,-10,7.2,26.5,20,201,0.14, ,21.41,2.055,873.6,119.65,2.3335,1.01,0.62,
GN,2005,dez,dec,12,12_2005,8,,5.03,45,-10,7,26.2,30,101,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,8.5,,5.32,58,-10,6.5,26,40,75,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,9,,5.41,61,-10,6.25,25.7,40,62,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,9.5,,5.45,68,-10,5.9,25.6,40,55,,,,,,,,,,
GN,2005,dez,dec,12,12_2005,10,,5.46,119,-10,5.7,25.6,80,26,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,0,100,6.85,41,-10,10.2,30.3,30,117,0.31,13.8996,14.055,3.3925,409.2,7.144,2.214,0.762,2.7035,
JA,2005,dez,dec,12,12_2005,0.25,,7.12,41,-10,9.84,30.3,30,118,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,0.5,,7.14,41,-10,9.3,30.2,30,137,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,0.75,,6.87,41,-10,9.05,30.2,30,153,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,1,,6.65,41,-10,8.9,30.1,30,167,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,1.5,,6.54,41,-10,9.15,29.1,30,173,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,2,10,6.53,41,-10,9.2,28.5,30,182,0.3,20.3148,20.4,2.024,426.75,8.8035,1.8055,0.656,2.787,
JA,2005,dez,dec,12,12_2005,2.5,,6.48,41,-10,9.35,27.6,30,194,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,3,,6.41,41,-10,9.28,27.1,30,203,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,3.5,,6.3,41,-10,9,26.9,30,209,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,4,,6.21,42,-10,8.4,26.8,30,209,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,4.5,,6.03,42,-10,8,26.7,30,216,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,5,,5.95,42,-10,7.7,26.7,30,219,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,5.5,,5.84,43,-10,7.4,26.6,30,221,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,6,1,5.76,44,-10,7.1,26.5,30,222,0.33,15.2361,27.495,21.675,524.35,78.13,2.7015,1.9665,2.7875,
JA,2005,dez,dec,12,12_2005,6.5,,5.53,63,-10,6.82,26.1,40,56,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,7,,5.65,66,-10,6.4,26,40,34,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,7.5,0,5.68,87,-10,6.1,25.8,60,-9,0.52,40.6296,29.98,5.0405,1016.5,430.1,3.2715,4.4115,2.705,
JA,2005,dez,dec,12,12_2005,8,,5.81,139,-10,6.02,25.2,90,-73,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,8.5,,6.02,227,-10,5.96,25,140,-134,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,9,,6.42,273,-10,5.85,25,180,-132,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,9.5,,6.47,279,-10,5.75,24.9,180,-124,,,,,,,,,,
JA,2005,dez,dec,12,12_2005,10,,6.48,285,-10,5.7,24.8,190,-117,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,0,100,6.87,29,-10,11.97,30.1,20,180,0.145,11.4939,11.84,3.7075,450.2,12.42,2.2815,1.327,1.652,
CA,2006,janeiro,jan,1,1_2006,0.25,,6.82,29,-10,11.91,30.1,20,181,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,0.5,,6.85,29,-10,11.85,30.1,20,185,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,1,10,6.79,29,-10,11.83,30.1,20,200,0.145,12.5631,13.09,3.192,455.35,7.938,1.203,1.078,1.608,
CA,2006,janeiro,jan,1,1_2006,1.5,,6.33,29,-10,11.8,30,20,222,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,2,,6.21,29,-10,11.78,30,20,229,,,10.495,5.6175,338.9,16.33,1.9495,1.659,1.572,
CA,2006,janeiro,jan,1,1_2006,2.5,,6.11,29,-10,11.76,30,20,232,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,3,,6.04,29,-10,11.77,29.9,20,235,0.14,13.8996,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,3.5,,6.01,29,-10,11.72,29.8,20,236,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,4,,5.97,29,-10,11.62,29.4,20,238,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,4.5,1,5.81,29,-10,11.92,28.2,20,226,,,61.995,6.4355,1090.5,19.005,2.3235,1.0365,2.4175,
CA,2006,janeiro,jan,1,1_2006,5,,5.66,29,-10,12.31,26.9,30,94,0.17,359.7858,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,5.5,,5.43,68,-10,12.32,25.5,50,-66,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,6,,5.56,70,-10,12.12,25,50,-88,0.43,50.787,65.935,18.565,1304,396.6,7.4025,2.1565,1.7915,
CA,2006,janeiro,jan,1,1_2006,6.5,,5.63,81,-10,11.9,24.4,60,-100,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,7,,5.67,89,-6,11.75,24.1,70,-105,0.53,44.3718,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,7.5,0,5.73,124,-10,11.59,23.6,80,-113,,,55.04,15.195,1615.5,630,11.5185,1.3115,2.346,
CA,2006,janeiro,jan,1,1_2006,8,,5.8,134,-10,11.34,23.4,90,-118,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,8.5,,5.86,138,-10,11.06,23.4,90,-122,,,,,,,,,,
CA,2006,janeiro,jan,1,1_2006,9,,5.88,140,0,10.88,23.4,90,-125,0.68,44.9064,33.035,9.8935,1713,1435,11.255,1.76,2.056,
CA,2006,janeiro,jan,1,1_2006,9.5,,5.89,150,-10,10.69,23.3,120,-116,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,0,100,7.41,37,180,12.33,31,20,149,0.21,9.6228,8.68835,3.1615,434.9,24.63,8.529,1.696,1.6145,
DH,2006,janeiro,jan,1,1_2006,0.25,,7.47,37,380,12.22,31,20,148,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,0.5,,7.44,37,390,12.15,31,20,149,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,0.75,,7.47,37,190,12.19,30.8,20,149,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,1,,7.45,37,190,12.15,30.7,20,155,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,1.5,,7.3,38,200,12.13,30.6,20,163,0.21,8.5536,14.89,2.889,433.55,16.455,1.817,0.635,2.1185,
DH,2006,janeiro,jan,1,1_2006,2,,7.19,37,400,12.14,30.5,20,176,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,2.5,,7,37,330,12.1,30.4,20,189,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,3,10,6.89,37,410,12.04,30.4,20,193,0.21,8.2863,10.55,2.5555,388.2,25.375,2.134,0.746,2.2855,
DH,2006,janeiro,jan,1,1_2006,3.5,,6.82,37,220,12,30.3,20,194,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,4,,6.83,37,220,11.98,30.3,20,195,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,4.5,,6.81,37,420,11.93,30.2,20,195,0.22,9.6228,16.54,1.6155,386.05,19.795,3.254,0.9535,2.2285,
DH,2006,janeiro,jan,1,1_2006,5,,6.81,37,230,11.93,30.1,20,195,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,5.5,,6.82,37,230,12.11,29.7,20,196,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,6,,6.82,37,420,12.33,29.2,20,199,0.22,11.4939,14.34,2.1915,880.8,29.725,2.0185,0.776,2.0345,
DH,2006,janeiro,jan,1,1_2006,6.5,,6.8,37,220,12.72,28.3,20,204,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,7,,6.34,37,260,12.8,27.9,20,202,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,7.5,,6.67,36,240,12.33,27.4,20,211,0.25,19.2456,67.59,3.253,403.35,15.14,1.6335,0.776,2.0575,
DH,2006,janeiro,jan,1,1_2006,8,,6.57,34,240,12.88,26.9,20,215,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,8.5,,6.47,34,240,12.78,26.5,20,218,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,9,1,6.38,33,240,12.86,25.9,20,222,0.21,66.825,24.93,4.7985,507.75,46.945,0.613,1.3685,2.255,
DH,2006,janeiro,jan,1,1_2006,9.5,,6.28,32,260,13.45,24.8,30,105,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,10,,5.94,59,240,12.94,24.5,40,38,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,11,,5.88,71,210,12.69,24.3,50,11,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,12,0,5.93,75,130,12.01,23.6,50,-138,0.52,26.9973,11.975,3.4345,1115.5,409.15,2.368,1.3685,2.496,
DH,2006,janeiro,jan,1,1_2006,13,,5.98,75,27,11.08,23.6,50,-138,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,14,,5.95,76,-10,10.72,23.5,50,-143,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,15,,5.92,79,-10,10.31,23.5,,-149,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,16,,5.94,82,-10,9.54,23.4,50,-158,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,17,,5.95,83,-10,9.44,23.4,50,-160,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,18,,5.94,85,-10,9.37,23.4,60,-161,0.52,9.6228,27.135,5.5565,1425,645.3,3.8685,4.106,2.245,
DH,2006,janeiro,jan,1,1_2006,19,,5.94,88,-10,9.26,23.4,60,-164,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,20,,5.94,92,-10,9.2,23.3,60,-166,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,21,,5.94,95,-10,9.11,23.3,60,-167,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,22,,5.95,97,-10,9.05,23.3,60,-168,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,23,,5.96,99,-10,9.01,23.3,60,-170,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,24,,5.97,0.1,-10,8.94,23.3,70,-171,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,25,,5.97,0.1,-10,8.9,23.3,70,-172,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,26,,5.97,0.102,-10,8.83,23.3,70,-173,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,27,,5.97,0.103,-10,8.81,23.3,70,-174,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,28,,5.97,0.106,-10,8.76,23.3,70,-175,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,29,,5.7,0.106,-7,8.72,23.3,70,-175,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,30,,5.97,0.14,-12,8.72,23.3,100,-187,,,,,,,,,,
DH,2006,janeiro,jan,1,1_2006,31,,5.97,158,-10,8.71,23.3,100,-190,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,0,100,6.62,17,120,8.722,30.7,10,196,0.05,6.6825,10.575,3.417,319.05,21.54,6.0905,1.8155,0.2965,
GN,2006,janeiro,jan,1,1_2006,0.25,,6.58,17,120,8.512,30.7,10,196,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,0.5,,6.59,17,130,8.449,30.7,10,193,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,0.75,,6.61,17,140,8.414,30.7,10,194,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,1,,6.45,17,330,8.316,30.7,10,200,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,1.5,,6.22,17,140,8.281,30.7,10,215,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,2,,5.97,17,140,8.253,30.6,10,228,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,2.5,10,6.96,17,150,8.225,30.6,10,245,0.06,6.1479,10.011,1.965,347.95,21.45,8.3695,1.8555,0.3445,
GN,2006,janeiro,jan,1,1_2006,3,,5.62,17,150,8.211,30.6,10,253,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,3.5,,5.52,17,150,8.183,30.5,10,259,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,4,,5.5,17,160,8.162,30.5,10,261,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,4.5,,5.52,17,350,8.148,30.5,10,262,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,5,,5.5,17,160,8.148,30.4,10,264,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,5.5,,5.47,17,160,8.337,29.5,10,270,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,6,,5.37,17,180,8.442,28.9,10,270,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,6.5,,5.35,17,180,8.533,28.5,10,272,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,7,,5.3,17,190,8.68,27.8,10,278,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,7.5,1,5.09,20,220,8.477,27.2,20,141,0.07,71.3691,14.51,7.321,1064.5,152.7,9.4315,2.7435,0.144,
GN,2006,janeiro,jan,1,1_2006,8,,5.05,38,220,8.015,27,20,93,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,8.5,,4.87,20,190,7.756,27,20,86,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,9,,5.31,67,160,7.686,26.5,40,-15,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,9.5,0,5.4,67,150,7.588,26.5,40,-26,0.16,62.2809,14.89,5.3205,1629,1265.5,9.102,2.703,0.356,
GN,2006,janeiro,jan,1,1_2006,10,,5.41,73,120,7.532,26.2,50,-90,,,,,,,,,,
GN,2006,janeiro,jan,1,1_2006,10.5,,5.46,77,110,7.406,26.2,50,-107,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,0,100,7.14,42,-10,8.61,31.9,30,124,0.3,10.1574,14.205,6.9335,468.55,6.745,6.261,1.0885,2.486,
JA,2006,janeiro,jan,1,1_2006,0.25,,7.18,42,-10,8.624,31.8,30,128,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,0.5,,7.13,42,-10,8.638,31.7,30,132,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,0.75,,7.17,42,-10,8.652,31.5,30,136,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,1,,7,42,-9,8.673,31.6,30,149,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,1.5,,6.86,42,-9,8.827,30.9,30,157,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,2,,6.7,42,-4,8.792,30.8,30,166,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,2.5,10,6.66,42,-2,8.771,30.7,30,169,0.27,11.7612,55.985,3.514,493.9,32.24,9.091,0.7655,1.9085,
JA,2006,janeiro,jan,1,1_2006,3,,6.62,42,1,8.743,30.6,30,171,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,3.5,,6.6,42,0,8.792,30.4,30,176,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,4,,6.52,42,4,8.722,30.3,30,179,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,4.5,,6.34,44,14,8.652,29.1,30,183,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,5,,5.87,50,20,8.127,28.4,30,76,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,5.5,,5.72,66,7,8.204,27.9,50,-24,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,6,,5.7,78,-3,8.148,27.3,50,-142,,,,,,,,,,
JA,2006,janeiro,jan,1,1_2006,6.5,1,5.87,83,-10,7.959,27,50,-162,0.41,67.3596,54.625,5.1915,1074.5,704.7,8.4375,2.6225,2.269,
JA,2006,janeiro,jan,1,1_2006,7,,5.94,94,-10,7.763,26.5,60,-170,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,0,100,7.1,42,10,14.12,30.6,30,153,2.3,9.8901,9.0265,2.231,488.85,7.024,6.754,4.681,0.749,
AC,2006,janeiro,jan,1,1_2006,0.25,,7.11,42,160,13.96,30.5,30,154,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,0.5,,7.19,42,170,13.91,30.5,30,156,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,0.75,,7.14,42,9,13.79,30.5,30,160,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,1,,7.09,42,9,13.78,30.4,30,167,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,1.5,,6.93,42,170,13.71,30.4,30,182,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,2,,6.6,42,12,13.64,30.4,30,199,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,2.5,10,6.6,42,190,13.64,30.3,30,200,2.4,15.5034,11.0665,2.8365,473.05,0,11.044,1.411,0.8505,
AC,2006,janeiro,jan,1,1_2006,3,,6.71,42,190,15.03,30.3,30,202,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,3.5,,6.73,42,190,13.92,30.2,30,203,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,4,,6.66,42,200,13.81,30.2,30,203,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,4.5,,6.66,42,28,13.76,30.1,30,203,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,5,,6.66,42,32,13.78,29.9,30,208,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,5.5,,6.45,43,45,13.64,29.2,30,217,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,6,,6.33,43,220,13.78,28.5,30,219,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,6.5,,5.67,42,52,12.35,27.9,30,221,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,7,,5.65,42,65,12.47,27.4,30,223,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,7.5,1,5.56,46,74,12.44,26.9,40,118,2.8,46.5102,14.135,5.869,1106.5,517.65,11.105,1.815,0.5135,
AC,2006,janeiro,jan,1,1_2006,8,,5.43,123,60,12.44,26.4,90,-113,,,,,,,,,,
AC,2006,janeiro,jan,1,1_2006,8.5,,5.83,159,50,12.05,26,110,-179,8.3,35.0163,15.04,5.0375,1631,686.2,11.971,1.694,1.833,
AM,2006,janeiro,jan,1,1_2006,0,100,5.78,65,34,12.32,28.7,40,156,4.6,9.6228,35.855,3.268,365.9,17.285,1.9495,1.5415,3.503,
AM,2006,janeiro,jan,1,1_2006,0.25,,5.77,65,190,12.19,28.5,40,164,,,,,,,,,,
AM,2006,janeiro,jan,1,1_2006,0.5,,5.75,65,200,12.1,28.5,40,171,,,,,,,,,,
AM,2006,janeiro,jan,1,1_2006,0.75,,5.74,65,220,12.01,28.4,40,174,,,,,,,,,,
AM,2006,janeiro,jan,1,1_2006,1,10,5.71,65,220,11.87,28.3,40,175,4.8,12.5631,36.81,3.89,391.45,39.87,2.3385,2.1085,3.715,
AM,2006,janeiro,jan,1,1_2006,1.25,,5.6,64,220,11.48,28.2,40,176,,,,,,,,,,
AM,2006,janeiro,jan,1,1_2006,1.5,,5.44,67,250,11.03,27.7,40,70,,,,,,,,,,
AM,2006,janeiro,jan,1,1_2006,1.75,,5.31,89,230,11.23,27.1,60,56,,,,,,,,,,
AM,2006,janeiro,jan,1,1_2006,2,,5.97,279,990,10.76,26.7,190,-145,6.5,418.5918,52.15,3.299,722.5,135.9,8.135,19.255,4.311,
PA,2006,janeiro,jan,1,1_2006,0,100,6.9,41,-10,14.6,31.3,0.03,125,2.3,9.6228,11.62,2.895,443.15,35.035,4.175,1.081,1.0885,
PA,2006,janeiro,jan,1,1_2006,0.25,,6.82,41,-10,13.92,31.2,0.03,130,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,0.5,,6.82,41,-10,14.3,31.1,0.03,141,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,0.75,,6.71,41,140,13.9,31.1,0.03,144,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,1,,6.62,41,140,13.83,31,0.03,154,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,1.5,,6.45,41,-10,13.41,30.9,0.03,169,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,2,,6.41,41,-10,13.44,30.7,0.03,171,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,2.5,10,6.38,41,130,13.48,30.6,0.03,173,2.7,13.365,12.415,2.1795,376.65,35.815,3.7475,0.479,2.0305,
PA,2006,janeiro,jan,1,1_2006,3,,6.35,40,140,13.63,30.2,0.03,178,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,3.5,,6.3,40,-4,13.29,29.5,0.03,193,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,4,,5.78,37,7,12.38,28.4,0.04,93,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,4.5,,5.32,54,87,12.57,27.5,0.04,28,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,5,,5.45,76,11,11.99,27.1,0.05,-16,,,,,,,,,,
PA,2006,janeiro,jan,1,1_2006,5.5,1,5.65,95,4,11.83,26.7,0.06,-44,4.6,137.3922,20.615,5.725,1100,552.5,6.8125,3.665,1.812,
PA,2006,janeiro,jan,1,1_2006,6,,5.71,144,6,11.66,26.2,0.09,-100,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,0,100,5.74,27,140,11.22,31.6,20,274,0.24,16.5726,9.4365,5.772,425.9,8.6055,1.399,1.632,1.1345,
CA,2006,fevereiro,feb,2,2_2006,0.25,,5.81,27,160,10.79,31.6,20,276,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,0.5,,5.78,27,170,10.66,31.6,20,280,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,1.75,,5.74,27,170,10.52,31.6,20,286,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,1,,5.66,27,170,10.42,31.6,20,291,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,1.5,,5.46,27,170,10.39,31.6,20,314,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,2,,5.08,27,150,10.26,31.6,20,330,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,2.5,10,4.99,27,150,10.2,31.6,20,334,0.2,18.1764,8.7175,3.36,417.35,58.08,2.136,0.895,1.096,
CA,2006,fevereiro,feb,2,2_2006,3,,4.95,27,130,10.15,31.6,20,337,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,3.5,,4.95,27,120,10.04,31.6,20,336,,,,,,,,,,
CA,2006,fevereiro,feb,2,2_2006,4,,4.97,27,100,10.05,31.6,20,335,,,,,,,,,,
